title,description,personas,category,image_url,text_cleaned,text_cleaned_lemmatized
City Winery,"There are a variety of excellent waterfront . One popular spot is City Wineryâs Riverwalk wine garden. Enjoy a glass of their signature wines on tap, a cheese plate, and a spot on their patio overlooking the iconic Marina Towers. In the winter, reserve one of their heated domes to feel like youâre in a giant snow globe.",budget,riverwalk,, riverwalk wine garden enjoy a glass of their signature wines on tap a cheese plate and a spot on their patio overlooking the iconic marina towers in the winter reserve one of their heated domes to feel like you re in a giant snow globe ,riverwalk wine garden enjoy glass signature wine tap cheese plate spot patio overlooking iconic marina tower winter reserve one heated dome feel like giant snow globe
Tiny Tapp,"serves beer, cocktails, and casual bites, Island Party Hut brings the tropical vibes, The Northman Beer & Cider Garden offers Chicago-made ciders, and the Community Marketplace features women- and minority-owned vendors from all over the city.",budget,riverwalk,,serves beer cocktails and casual bites island party hut brings the tropical vibes the northman beer cider garden offers chicago made ciders and the community marketplace features women and minority owned vendors from all over the city ,serf beer cocktail casual bite island party hut brings tropical vibe northman beer cider garden offer chicago made cider community marketplace feature woman minority owned vendor city
Island Party HutÊ,There are so many . Take a stroll and check them all out.,budget,riverwalk,,brings the tropical vibes, brings tropical vibe 
The Northman Beer & Cider GardenÊ,offer chicago made cider ,budget,riverwalk,,offers chicago made ciders ,offer chicago made cider 
Community Marketplace,features women and minority owned vendors from all over the city ,budget,riverwalk,,features women and minority owned vendors from all over the city ,feature woman minority owned vendor city
elegant dinner cruise,"Choose an  aboard a glass-enclosed vessel or hop onto an informative architecture cruise from Chicago ArchitectureÂ  Center River Cruise aboard Chicagoâs First Lady; Mercury, Chicagoâs Skyline Cruiseline, Shoreline Sightseeing, or Wendella Sightseeing to learn the fascinating history behind the cityâs soaring riverfront skyscrapers.",budget,riverwalk,,choose an aboard a glass enclosed vessel or hop onto an informative architecture cruise from chicago architecture center river cruise aboard chicago s first lady mercury chicago s skyline cruiseline shoreline sightseeing or wendella sightseeing to learn the fascinating history behind the city s soaring riverfront skyscrapers ,choose aboard glass enclosed vessel hop onto informative architecture cruise chicago architecture center river cruise aboard chicago first lady mercury chicago skyline cruiseline shoreline sightseeing wendella sightseeing learn fascinating history behind city soaring riverfront skyscraper
Chicago boat tours,"A few more unique boat tour options include Island Party Hut Charters, Chicago Cycleboats, and the eco-conscious Chicago Electric Boat Company. Explore all  to find the one for you.",budget,riverwalk,,a few more unique boat tour options include island party hut charters chicago cycleboats and the eco conscious chicago electric boat company explore all to find the one for you ,unique boat tour option include island party hut charter chicago cycleboats eco conscious chicago electric boat company explore find one
Urban Kayaks,"The Chicago Riverwalk is an excellent starting point to explore the city via kayak. Head to , where you can rent a solo or tandem kayak, paddle down the Chicago River, and admire the surrounding architecture from a one-o-f-a-kind vantage point. They also offer guided kayak tours of the Riverwalkâs skyscraper canyon, including historic, sunset, and fireworks tours.",budget,riverwalk,https://cdn.choosechicago.com/uploads/2019/05/GC_Kayaking_0_2_-750x500.jpg,the chicago riverwalk is an excellent starting point to explore the city via kayak head to where you can rent a solo or tandem kayak paddle down the chicago river and admire the surrounding architecture from a one o f a kind vantage point they also offer guided kayak tours of the riverwalk s skyscraper canyon including historic sunset and fireworks tours ,chicago riverwalk excellent starting point explore city via kayak head rent solo tandem kayak paddle chicago river admire surrounding architecture one f kind vantage point also offer guided kayak tour riverwalk skyscraper canyon including historic sunset firework tour
Chicago Architecture Center,"The  is located just off the Chicago Riverwalk at One Illinois Center, a building designed by modernist genius Ludwig Mies van der Rohe. The CAC is a gateway to discovering Chicagoâs architectural legacy. The center offers over 85 docent-led tours, as well as exciting interactive exhibits, including the engaging Skyscraper Gallery and Building Tall exhibit.",budget,riverwalk,https://cdn.choosechicago.com/uploads/2019/05/AA_Routes_DelegateTour_BoatTour_15-900x600.jpg,the is located just off the chicago riverwalk at one illinois center a building designed by modernist genius ludwig mies van der rohe the cac is a gateway to discovering chicago s architectural legacy the center offers over  docent led tours as well as exciting interactive exhibits including the engaging skyscraper gallery and building tall exhibit ,located chicago riverwalk one illinois center building designed modernist genius ludwig mies van der rohe cac gateway discovering chicago architectural legacy center offer docent led tour well exciting interactive exhibit including engaging skyscraper gallery building tall exhibit
McCormick Bridgehouse & Chicago River Museum,"The five-story  celebrates Chicagoâs famed moveable bridges and gives you the opportunity to peek inside a historic landmark bridgehouse. At river level, you can view the massive gears that move Chicagoâs famous bridges up and down. As you ascend, youâll learn all about the Chicago River. Once at the very top, youâll be treated to magnificent 360-degree views of the city. You can also take tower tours, view the moveable bridges in action during a bridge lift, and sign up for other special tours.",budget,riverwalk,,the five story celebrates chicago s famed moveable bridges and gives you the opportunity to peek inside a historic landmark bridgehouse at river level you can view the massive gears that move chicago s famous bridges up and down as you ascend you ll learn all about the chicago river once at the very top you ll be treated to magnificent  degree views of the city you can also take tower tours view the moveable bridges in action during a bridge lift and sign up for other special tours ,five story celebrates chicago famed moveable bridge give opportunity peek inside historic landmark bridgehouse river level view massive gear move chicago famous bridge ascend learn chicago river top treated magnificent degree view city also take tower tour view moveable bridge action bridge lift sign special tour
public art,"The Chicago Riverwalk is an urban canvas where youâll see permanent and rotating  by some of todayâs leading artists, from eye-catching sculptures to colorful murals.",budget,riverwalk,https://cdn.choosechicago.com/uploads/2019/05/2020-07-20-023-The-Radiance-of-Being-Riverwalk-Mural_PP16441-900x600.jpg,the chicago riverwalk is an urban canvas where you ll see permanent and rotating by some of today s leading artists from eye catching sculptures to colorful murals ,chicago riverwalk urban canvas see permanent rotating today leading artist eye catching sculpture colorful mural
Art on theMART,"is the Riverwalkâs artistic crown jewel. Itâs the largest digital art projection in the world, covering over 2.5 acres of theMARTâs river-facing faÃ§ade and featuring works by acclaimed local and international artists. Catch the free show nightly from April through December.",budget,riverwalk,,s the riverwalk s artistic crown jewel it s the largest digital art projection in the world covering over   acres of themart s river facing faÃ§ade and featuring works by acclaimed local and international artists catch the free show nightly from april through december ,riverwalk artistic crown jewel largest digital art projection world covering acre themart river facing faÃ§ade featuring work acclaimed local international artist catch free show nightly april december
Graceland Cemetery,"Established in 1860,ÊGraceland CemeteryÊinÊUptownÊis a fascinating window into the cityÕs storied past. Some of the biggest names in Chicago history are buried here, including retailer Marshall Field, hotelier Potter Palmer, heavyweight champion Jack Johnson, AmericaÕs first undercover agent Allan Pinkerton, and architects Daniel Burnham, William LeBaron Jenney, and John Root. Take a free self-guided audio tour of this beautiful park-like space, dotted with amazing statues, elaborate tombs, and a historic stone chapel. Graceland Cemetery is also certified as an arboretum, with over 2,000 trees cultivated on the grounds. Grab a Tree Tour map from the cemetery office and check out this shady oasis.Ê4001 N. Clark St.",budget,free hidden gems,,established in 1860 graceland cemetery in uptown is a fascinating window into the cityÕs storied past some of the biggest names in chicago history are buried here including retailer marshall field hotelier potter palmer heavyweight champion jack johnson americaÕs first undercover agent allan pinkerton and architects daniel burnham william lebaron jenney and john root take a free self-guided audio tour of this beautiful park-like space dotted with amazing statues elaborate tombs and a historic stone chapel graceland cemetery is also certified as an arboretum with over 2000 trees cultivated on the grounds grab a tree tour map from the cemetery office and check out this shady oasis 4001 n clark st,established in 1860 graceland cemetery in uptown is a fascinating window into the cityÕs storied past some of the biggest names in chicago history are buried here including retailer marshall field hotelier potter palmer heavyweight champion jack johnson americaÕs first undercover agent allan pinkerton and architects daniel burnham william lebaron jenney and john root take a free self-guided audio tour of this beautiful park-like space dotted with amazing statues elaborate tombs and a historic stone chapel graceland cemetery is also certified as an arboretum with over 2000 trees cultivated on the grounds grab a tree tour map from the cemetery office and check out this shady oasis 4001 n clark st
Bridgeport,"Located in a  building that exudes urban cool, the  Art Center is a creative home for local artists and designers working in various media. Stroll through the outdoor sculpture garden and three curated art galleries, and donât miss the Fashion Design Center, Chicago Ceramic Center, and Skyline Loft. Sneak a peek at some of the artistsâ studios during free 3rd Fridays, held from 7 â 10 p.m. each month. Painters, sculptors, photographers, ceramicists, and fashion designers welcome visitors into their studios to see their latest work. 1200 W. 35th St.",budget,free hidden gems,https://cdn.choosechicago.com/uploads/2019/06/Bridgeport_Art_Center_ae439805-39c1-4bbc-940b-6a422147845f-e1563825194869-750x515.png,located in a building that exudes urban cool the art center is a creative home for local artists and designers working in various media stroll through the outdoor sculpture garden and three curated art galleries and don t miss the fashion design center chicago ceramic center and skyline loft sneak a peek at some of the artists studios during free rd fridays held from    p m each month painters sculptors photographers ceramicists and fashion designers welcome visitors into their studios to see their latest work  w th st ,located building exudes urban cool art center creative home local artist designer working various medium stroll outdoor sculpture garden three curated art gallery miss fashion design center chicago ceramic center skyline loft sneak peek artist studio free rd friday held p month painter sculptor photographer ceramicist fashion designer welcome visitor studio see latest work w th st
Maxwell Street Market,"This free market is a Chicago tradition, held every Sunday from 7 a.m. â 3 p.m. year round. Everything from fresh produce to clothing and handmade jewelry are for sale at vendor booths that line Desplaines Street in . Bargains by the bagful arenât the only thing youâll find here; the market is also famed for its authentic Mexican and Latin street food, served hot off the grill. Thereâs also music and dance, with live bands playing everything from mariachi to blues and rock. 800 S. Desplaines St.",budget,free hidden gems,https://cdn.choosechicago.com/uploads/2019/06/A.Alexander_MaxwellStMarket_01-750x511.jpg,this free market is a chicago tradition held every sunday from  a m   p m year round everything from fresh produce to clothing and handmade jewelry are for sale at vendor booths that line desplaines street in bargains by the bagful aren t the only thing you ll find here the market is also famed for its authentic mexican and latin street food served hot off the grill there s also music and dance with live bands playing everything from mariachi to blues and rock  s desplaines st ,free market chicago tradition held every sunday p year round everything fresh produce clothing handmade jewelry sale vendor booth line desplaines street bargain bagful thing find market also famed authentic mexican latin street food served hot grill also music dance live band playing everything mariachi blue rock desplaines st
Old Town School of Folk Music,"With famed former students like Steve Goodman, Bonnie Koloc, and the Byrdsâ Roger McGuinn, you know a visit to the  is going to be something special. Bring your own instrument or sing along during a free music jam at this legendary school and performance venue.  also offers classes and ticketed special events. 4544 N. Lincoln Ave.",budget,free hidden gems,,with famed former students like steve goodman bonnie koloc and the byrds roger mcguinn you know a visit to the is going to be something special bring your own instrument or sing along during a free music jam at this legendary school and performance venue also offers classes and ticketed special events  n lincoln ave ,famed former student like steve goodman bonnie koloc byrd roger mcguinn know visit going something special bring instrument sing along free music jam legendary school performance venue also offer class ticketed special event n lincoln ave
Garden of the Phoenix,"The Japanese government built the Ho-o-den (Phoenix Temple) as its pavilion for the 1893 Worldâs Fair on the Wooded Island in  in the Hyde Park neighborhood. While the pavilion is no longer there, you can still visit this important site where youâll find SKYLANDING â Yoko Onoâs first permanent art installation in North America. Explore the haven of blossoming cherry trees in the spring and enjoy koi ponds, waterfalls, bridges, authentic Japanese horticulture with complete serenity. The garden, known both as Garden of the Phoenix and Osaka Garden, is a true hidden gem, and well worth a visit. Â S. Cornel Dr.",budget,free hidden gems,https://cdn.choosechicago.com/uploads/2019/05/CC_Osaka_Garden_1_114f4c49-169f-4ca6-8e4e-44f7d953a6cb-750x493.jpg,the japanese government built the ho o den phoenix temple as its pavilion for the  world s fair on the wooded island in in the hyde park neighborhood while the pavilion is no longer there you can still visit this important site where you ll find skylanding yoko ono s first permanent art installation in north america explore the haven of blossoming cherry trees in the spring and enjoy koi ponds waterfalls bridges authentic japanese horticulture with complete serenity the garden known both as garden of the phoenix and osaka garden is a true hidden gem and well worth a visit s cornel dr ,japanese government built ho den phoenix temple pavilion world fair wooded island hyde park neighborhood pavilion longer still visit important site find skylanding yoko ono first permanent art installation north america explore blossoming cherry tree spring enjoy koi pond waterfall bridge authentic japanese horticulture complete serenity garden known garden phoenix osaka garden true hidden gem well worth visit cornel dr
Chicago Gospel Music Festival,"Celebrating the genreâs deep Chicago roots with traditional choirs and contemporary urban gospel music, the  kicks off the summer festival season on an exuberant note. The line-up features local and national artists in performances in downtown Millennium Park.",budget,summer music festival,https://cdn.choosechicago.com/uploads/2019/06/AM_ChooseChicago_ChicagoGospelMusicFest2016_26__0d33881e-d2cb-457f-bf1c-510bca2d8649.jpg,celebrating the genre s deep chicago roots with traditional choirs and contemporary urban gospel music the kicks off the summer festival season on an exuberant note the line up features local and national artists in performances in downtown millennium park ,celebrating genre deep chicago root traditional choir contemporary urban gospel music kick summer festival season exuberant note line feature local national artist performance downtown millennium park
Chicago Blues Festival,"The  in Millennium Park is the largest free blues festival in the world. Over four days each June, more than 500,000 blues fans and a lineup of renowned musicians prove that Chicago is indeed the âBlues Capital of the World.â Past performers include Bonnie Raitt, Ray Charles, B.B. King, the late Bo Diddley, Buddy Guy, and the late Koko Taylor.",budget,summer music festival,https://cdn.choosechicago.com/uploads/2019/06/budget-festivals-900x506.jpg,the in millennium park is the largest free blues festival in the world over four days each june more than   blues fans and a lineup of renowned musicians prove that chicago is indeed the âblues capital of the world past performers include bonnie raitt ray charles b b king the late bo diddley buddy guy and the late koko taylor ,millennium park largest free blue festival world four day june blue fan lineup renowned musician prove chicago indeed â blue capital world past performer include bonnie raitt ray charles b b king late bo diddley buddy guy late koko taylor
Grant Park Music Festival,"Head to the Jay Pritzker Pavilion in Millennium Park for the nationâs only free, outdoor classical music series of its kind â the . The Grammy-nominated Grant Park Orchestra, along with the 100-plus-member Grant Park Chorus and special guest performers and conductors, bring the sounds of Mozart, Beethoven, Tchaikovsky, and more to Millennium Park all summer long. Spread out on the Great Lawn and enjoy.",budget,summer music festival,https://cdn.choosechicago.com/uploads/2019/06/Carlos_Kalmar_Conducting_cr_Patrick_Pyszka_974663c5-80f6-4dcb-8203-668aad79980d-1-750x445.jpg,head to the jay pritzker pavilion in millennium park for the nation s only free outdoor classical music series of its kind the the grammy nominated grant park orchestra along with the  plus member grant park chorus and special guest performers and conductors bring the sounds of mozart beethoven tchaikovsky and more to millennium park all summer long spread out on the great lawn and enjoy ,head jay pritzker pavilion millennium park nation free outdoor classical music series kind grammy nominated grant park orchestra along plus member grant park chorus special guest performer conductor bring sound mozart beethoven tchaikovsky millennium park summer long spread great lawn enjoy
Chicago House Music Festival and Conference,"The  showcases the various sounds and styles of house music, a Chicago-born genre that has revolutionized dance music internationally. The event brings in nationally recognized artists and homegrown talent, such as Mr. A.L.I., Reel People, Tony Humphries, Gene Hunt, Mark Grusane, and First Lady, plus industry leaders for panels and discussions.",budget,summer music festival,https://cdn.choosechicago.com/uploads/2020/01/file6-1-900x599.jpeg,the showcases the various sounds and styles of house music a chicago born genre that has revolutionized dance music internationally the event brings in nationally recognized artists and homegrown talent such as mr a l i reel people tony humphries gene hunt mark grusane and first lady plus industry leaders for panels and discussions ,showcase various sound style house music chicago born genre revolutionized dance music internationally event brings nationally recognized artist homegrown talent mr l reel people tony humphries gene hunt mark grusane first lady plus industry leader panel discussion
Chicago Jazz Festival,"The longest-running of the cityâs lakefront music festivals, the  brings live jazz music to Millennium Park. Known for its artistic creativity, the Labor Day weekend festival promotes awareness and appreciation for all forms of jazz through free live musical performances at two stunning downtown venues: the Chicago Cultural Center and Millennium Park.",budget,summer music festival,https://cdn.choosechicago.com/uploads/2019/06/AA_ChicagoJazzFest_MilPark_12-2-900x600.jpg,the longest running of the city s lakefront music festivals the brings live jazz music to millennium park known for its artistic creativity the labor day weekend festival promotes awareness and appreciation for all forms of jazz through free live musical performances at two stunning downtown venues the chicago cultural center and millennium park ,longest running city lakefront music festival brings live jazz music millennium park known artistic creativity labor day weekend festival promotes awareness appreciation form jazz free live musical performance two stunning downtown venue chicago cultural center millennium park
World Music Festival Chicago,"The annual  in September brings live music from all over the globe to Chicago for this popular multi-day festival. The city-wide, multi-venue celebration features over 30 artists from 22 countries at venues around Chicago including the Chicago Cultural Center and city parks.",budget,summer music festival,https://cdn.choosechicago.com/uploads/2019/05/DCASE_WorldMusicFest4_38e947bc-7254-4b7f-bff2-cd9e5a159c60-750x500.jpg,the annual in september brings live music from all over the globe to chicago for this popular multi day festival the city wide multi venue celebration features over  artists from  countries at venues around chicago including the chicago cultural center and city parks ,annual september brings live music globe chicago popular multi day festival city wide multi venue celebration feature artist country venue around chicago including chicago cultural center city park
