title,description,image,Source,category,text_cleaned
DuSable Black History Museum and Education Center,The Ã‚Â offers free admission for all every Wednesday.,https://cdn.choosechicago.com/uploads/2019/06/2021_0913_DuSable_Museum-1-900x600.jpg,choosechicago,budget-free museum day,offer free admission every wednesday
Museum of Contemporary Art,"The  is always free for visitors under age 18, visitors with disabilities and their caregivers receive free admission, members of the military and police and fire departments and veterans, and Illinois elementary and high school teachers.",https://cdn.choosechicago.com/uploads/2020/03/DuroOlowu_Install_20200302_032-900x600.jpg,choosechicago,budget-free museum day,always free visitor age visitor disability caregiver receive free admission member military police fire department veteran illinois elementary high school teacher
Peggy Notebaert Nature Museum,The offers weekly Donation Days for Illinois residents every Thursday the museum is open for Illinois residents. Visitors can enjoy free admission during these Donation Days or support the museum with a $10 suggested household donation at the time of admission.,https://cdn.choosechicago.com/uploads/2019/06/Peggy-Notebaert-Nature-Museum-garden-4-900x600.jpg,choosechicago,budget-free museum day,offer weekly donation day illinois resident every thursday museum open illinois resident visitor enjoy free admission donation day support museum suggested household donation time admission
Illinois Holocaust Museum,The  offers a variety of free admission days and discounted tickets throughout the year.,https://cdn.choosechicago.com/uploads/2020/07/Resistance-Gallery_3-900x601.jpg,choosechicago,budget-free museum day,offer variety free admission day discounted ticket throughout year
Chicago ChildrenÃ¢Â€Â™s Museum,The  offers veterans and active military free admission every day with the presentation of valid military status identification.,https://cdn.choosechicago.com/uploads/2019/06/AA_Fall_NavyPier01_d4da2120-b391-4744-a3ca-4ae0b51adc1a.jpg,choosechicago,budget-free museum day,offer veteran active military free admission every day presentation valid military status identification
Swedish American Museum,Free admission every second Tuesday of the month year-round at the . Children aged 1 year or younger are admitted free.,https://cdn.choosechicago.com/uploads/2019/06/7eb45a04_5972_4dec_9dd4_03509a180cbd_06bc14d8-db88-45d4-bba0-0af2804371cd.jpg,choosechicago,budget-free museum day,free admission every second tuesday month year round child aged year younger admitted free
Chicago Blues Festival,"The  in Millennium Park is the largest free blues festival in the world. Over four days each June, more than 500,000 blues fans and a lineup of renowned musicians prove that Chicago is indeed the Ã¢Â€ÂœBlues Capital of the World.Ã¢Â€Â Past performers include Bonnie Raitt, Ray Charles, B.B. King, the late Bo Diddley, Buddy Guy, and the late Koko Taylor.",https://cdn.choosechicago.com/uploads/2019/06/budget-festivals-900x506.jpg,choosechicago,budget-summer music festival,millennium park largest free blue festival world four day june blue fan lineup renowned musician prove chicago indeed Ã¢Â€Âœ blue capital world past performer include bonnie raitt ray charles b b king late bo diddley buddy guy late koko taylor
Grant Park Music Festival,"Head to the Jay Pritzker Pavilion in Millennium Park for the nationÃ¢Â€Â™s only free, outdoor classical music series of its kind Ã¢Â€Â” the . The Grammy-nominated Grant Park Orchestra, along with the 100-plus-member Grant Park Chorus and special guest performers and conductors, bring the sounds of Mozart, Beethoven, Tchaikovsky, and more to Millennium Park all summer long. Spread out on the Great Lawn and enjoy.",https://cdn.choosechicago.com/uploads/2019/06/Carlos_Kalmar_Conducting_cr_Patrick_Pyszka_974663c5-80f6-4dcb-8203-668aad79980d-1-750x445.jpg,choosechicago,budget-summer music festival,head jay pritzker pavilion millennium park nation free outdoor classical music series kind grammy nominated grant park orchestra along plus member grant park chorus special guest performer conductor bring sound mozart beethoven tchaikovsky millennium park summer long spread great lawn enjoy
Chicago House Music Festival and Conference,"The  showcases the various sounds and styles of house music, a Chicago-born genre that has revolutionized dance music internationally. The event brings in nationally recognized artists and homegrown talent, such as Mr. A.L.I., Reel People, Tony Humphries, Gene Hunt, Mark Grusane, and First Lady, plus industry leaders for panels and discussions.",https://cdn.choosechicago.com/uploads/2020/01/file6-1-900x599.jpeg,choosechicago,budget-summer music festival,showcase various sound style house music chicago born genre revolutionized dance music internationally event brings nationally recognized artist homegrown talent mr l reel people tony humphries gene hunt mark grusane first lady plus industry leader panel discussion
Chicago Jazz Festival,"The longest-running of the cityÃ¢Â€Â™s lakefront music festivals, the  brings live jazz music to Millennium Park. Known for its artistic creativity, the Labor Day weekend festival promotes awareness and appreciation for all forms of jazz through free live musical performances at two stunning downtown venues: the Chicago Cultural Center and Millennium Park.",https://cdn.choosechicago.com/uploads/2019/06/AA_ChicagoJazzFest_MilPark_12-2-900x600.jpg,choosechicago,budget-summer music festival,longest running city lakefront music festival brings live jazz music millennium park known artistic creativity labor day weekend festival promotes awareness appreciation form jazz free live musical performance two stunning downtown venue chicago cultural center millennium park
World Music Festival Chicago,"The annual  in September brings live music from all over the globe to Chicago for this popular multi-day festival. The city-wide, multi-venue celebration features over 30 artists from 22 countries at venues around Chicago including the Chicago Cultural Center and city parks.",https://cdn.choosechicago.com/uploads/2019/05/DCASE_WorldMusicFest4_38e947bc-7254-4b7f-bff2-cd9e5a159c60-750x500.jpg,choosechicago,budget-summer music festival,annual september brings live music globe chicago popular multi day festival city wide multi venue celebration feature artist country venue around chicago including chicago cultural center city park
Navy Pier summer fireworks,"The  display is one of the most iconic parts of a Chicago summer. These twice-weekly shows take place on Wednesdays at 9 p.m. and Saturdays at 10 p.m. all summer long. The breathtaking display is accompanied by a soundtrack of popular music, with special themed nights for holidays.",https://cdn.choosechicago.com/uploads/2021/11/NYE-Fireworks-at-Navy-Pier-900x600.jpg,choosechicago,budget-May free events,display one iconic part chicago summer twice weekly show take place wednesday p saturday p summer long breathtaking display accompanied soundtrack popular music special themed night holiday
Memorial Day weekend,"The summer fireworks series kicks off for the season on Saturday, May 25, 2024 during . The best places to watch the show include the Navy Pier Beer Garden, Offshore Rooftop, or along the nearby lakefront.",,choosechicago,budget-May free events,summer firework series kick season saturday may best place watch show include navy pier beer garden offshore rooftop along nearby lakefront
Explore more,: Find more things to do during Asian American and Pacific Islander Heritage Month.,,choosechicago,budget-May free events,find thing asian american pacific islander heritage month
Art on theMART,"A brand new season ofÃ‚Â  is now showing along the Chicago Riverwalk. The spring edition of the massive waterfront display kicks off with a new commission by internationally acclaimed artist Nora Turato, in conjunction with EXPO CHICAGO. The spring program is on view nightly from 8:30 p.m. Ã¢Â€Â“ 9:30 p.m. from now through June 5.",https://cdn.choosechicago.com/uploads/2019/06/Art_on_theMART_80233741-0324-4d9d-b831-9a1a76731390-900x600.jpg,choosechicago,budget-May free events,brand new season showing along chicago riverwalk spring edition massive waterfront display kick new commission internationally acclaimed artist nora turato conjunction expo chicago spring program view nightly p p june
farmers market season,"Spring is  in Chicago! The cityÃ¢Â€Â™s many free markets are filled with local and regional vendors selling handmade candles, seasonal produce, baked goods, ready-to-eat meals, and more. Many neighborhood markets also offer free live music, performances, storytimes for kids, and workout classes.",https://cdn.choosechicago.com/uploads/2019/05/AA1_5360-900x599.jpg,choosechicago,budget-May free events,spring chicago city many free market filled local regional vendor selling handmade candle seasonal produce baked good ready eat meal many neighborhood market also offer free live music performance storytimes kid workout class
farmers market season,"Spring is  in Chicago! The cityÃ¢Â€Â™s many free markets are filled with local and regional vendors selling handmade candles, seasonal produce, baked goods, ready-to-eat meals, and more. Many neighborhood markets also offer free live music, performances, storytimes for kids, and workout classes.",https://cdn.choosechicago.com/uploads/2023/03/2021-07-08-023-Austin-Town-Hall-City-Market_PP14535-900x600.jpg,choosechicago,budget-May free events,spring chicago city many free market filled local regional vendor selling handmade candle seasonal produce baked good ready eat meal many neighborhood market also offer free live music performance storytimes kid workout class
Explore more:,Check out more farmers markets happening all around Chicago.,,choosechicago,budget-May free events,check farmer market happening around chicago
Mexico Fest at Navy Pier,"Immerse yourself in Mexican culture in honor of Cinco de Mayo on Sunday, May 5.  (May 3 Ã¢Â€Â“ 5) will feature free music and dance performances from Mexican artists, a curated marketplace experience with more than 30 vendors, and exciting free workshops. Events include performances from local groups like Ballet Folklorico de Chicago, Mariachi Estrellas de Chicago, Grupo Cizma, and more.",https://cdn.choosechicago.com/uploads/2024/03/Mexico-Fest_DSC07859.webp,choosechicago,budget-May free events,immerse mexican culture honor cinco de mayo sunday may may feature free music dance performance mexican artist curated marketplace experience vendor exciting free workshop event include performance local group like ballet folklorico de chicago mariachi estrellas de chicago grupo cizma
Mexico Fest at Navy Pier,"Immerse yourself in Mexican culture in honor of Cinco de Mayo on Sunday, May 5.  (May 3 Ã¢Â€Â“ 5) will feature free music and dance performances from Mexican artists, a curated marketplace experience with more than 30 vendors, and exciting free workshops. Events include performances from local groups like Ballet Folklorico de Chicago, Mariachi Estrellas de Chicago, Grupo Cizma, and more.",https://cdn.choosechicago.com/uploads/2024/03/Mexico-Fest_DSC09656.webp,choosechicago,budget-May free events,immerse mexican culture honor cinco de mayo sunday may may feature free music dance performance mexican artist curated marketplace experience vendor exciting free workshop event include performance local group like ballet folklorico de chicago mariachi estrellas de chicago grupo cizma
Explore more:,Delve further into Mexican culture and cuisine in ChicagoÃ¢Â€Â™s international neighborhoods like Pilsen and Little Village (known as the Ã¢Â€ÂœMexico of the MidwestÃ¢Â€Â).,,choosechicago,budget-May free events,delve mexican culture cuisine chicago international neighborhood like pilsen little village known Ã¢Â€Âœ mexico midwest
Memorial Day weekend,"ChicagoÃ¢Â€Â™s scenic Lake Michigan shoreline stretches for 26 miles, dotted with more than two dozen sandy beaches perfect for swimming, sunbathing, and enjoying the stunning views. Beach season officially begins on , when ChicagoÃ¢Â€Â™s free beaches will be open for the public the enjoy.",https://cdn.choosechicago.com/uploads/2022/03/2021_0914_Beach_OakSt-3-1-900x600.jpg,choosechicago,budget-May free events,chicago scenic lake michigan shoreline stretch mile dotted two dozen sandy beach perfect swimming sunbathing enjoying stunning view beach season officially begin chicago free beach open public enjoy
North Avenue Beach,"People watch at , take in the views at South Shore Beach, play some beach volleyball at Foster Beach, and beyond. Many Chicago beaches are connected via the Lakefront Trail, an 18-mile path for pedestrians to run, walk, and bike.",,choosechicago,budget-May free events,people watch take view south shore beach play beach volleyball foster beach beyond many chicago beach connected via lakefront trail mile path pedestrian run walk bike
Explore more:,Check out more sandy spots to explore with our Chicago beach guide.,,choosechicago,budget-May free events,check sandy spot explore chicago beach guide
Garfield Park Conservatory,"Named the best garden in North America,  is a lush wonderland of botanical treasures from all over the globe. The soaring glass greenhouse is currently hosting its annual Spring Flower Show: BeeÃ¢Â€Â™s KneesÃ‚Â through May 14, focusing on the relationship between bees and blooms. Admission to the conservatory is free; reservations are required and donations are accepted.",https://cdn.choosechicago.com/uploads/2021/04/IMG_0618_Tasha-Lawson-1-900x675.jpg,choosechicago,budget-May free events,named best garden north america lush wonderland botanical treasure globe soaring glass greenhouse currently hosting annual spring flower show bee knee may focusing relationship bee bloom admission conservatory free reservation required donation accepted
Lincoln Park Conservatory,"You can also swing by the , a warm and tranquil oasis in the lakefront Lincoln Park neighborhood. Their Spring Flower Show: Cooler by the Lake is themed around ChicagoÃ¢Â€Â™s stunning waterfront and runs through May 12. Admission is free, you can reserve tickets online in advance.",,choosechicago,budget-May free events,also swing warm tranquil oasis lakefront lincoln park neighborhood spring flower show cooler lake themed around chicago stunning waterfront run may admission free reserve ticket online advance
Explore more,: Find the best spots to see spring flowers all around Chicago.,,choosechicago,budget-May free events,find best spot see spring flower around chicago
Explore more,: Mark your calendar for free museum days throughout the year.,,choosechicago,budget-May free events,mark calendar free museum day throughout year
Pullman National Historic Park,"Just a train ride away from downtown Chicago,  is the cityÃ¢Â€Â™s only National Park Service site. The community was built as a planned industrial town for a luxury railcar company in the 1880s. While it was designed to be a utopia, Pullman has a tumultuous history that was instrumental in the labor movement. Wander the grounds, admire the striking architecture, and learn more about this unique National Monument.",https://cdn.choosechicago.com/uploads/2021/09/Market-Square-arches_Photo-by-Eric-Allix-Rogers_Courtesy-of-Historic-Pullman-Foundation-900x596.jpg,choosechicago,budget-May free events,train ride away downtown chicago city national park service site community built planned industrial town luxury railcar company designed utopia pullman tumultuous history instrumental labor movement wander ground admire striking architecture learn unique national monument
free Chicago Greeter tour,"Whether youÃ¢Â€Â™re a first-time visitor or a long-time resident, thereÃ¢Â€Â™s always something new to discover in Chicago. Get to know a new neighborhood on a , led by a friendly local who will show you each neighborhoodÃ¢Â€Â™s landmarks, hot spots, and hidden gems.",https://cdn.choosechicago.com/uploads/2021/11/AA_ChicagoGreeter_ChinaTown_48-900x615.jpg,choosechicago,budget-May free events,whether first time visitor long time resident always something new discover chicago get know new neighborhood led friendly local show neighborhood landmark hot spot hidden gem
West Ridge,"For example, experience an urban melting pot in , featuring plenty of international grocers and authentic restaurants. Become immersed in the historic communities of Washington Park and Woodlawn, which are home to a lively art scene, must-try eateries, and an abundance of landmarks. Or take a cultural journey with an immersive visit to the historic Chinatown neighborhood.",,choosechicago,budget-May free events,example experience urban melting pot featuring plenty international grocer authentic restaurant become immersed historic community washington park woodlawn home lively art scene must try eatery abundance landmark take cultural journey immersive visit historic chinatown neighborhood
North Avenue Beach,"is one of ChicagoÃ¢Â€Â™s most popular beaches with locals and visitors alike, thanks to its spacious sands, cool beachfront bars, and convenient location near other top attractions (like the nearby Lincoln Park Zoo).",https://cdn.choosechicago.com/uploads/2019/06/AA_NorthAveBeach_Vball_01-900x600.jpg,choosechicago,budget-beach,one chicago popular beach local visitor alike thanks spacious sand cool beachfront bar convenient location near top attraction like nearby lincoln park zoo. ready work sweat north avenue beach offer ton recreation option get water paddleboard kayak jet ski also rent bike cruise lakefront trail take beachfront yoga class play beach volleyball kick back sand soak sun skyline view
Oak Street Beach,"Its close proximity to downtown and The Magnificent Mile makes  an easy (and scenic) pit stop. That also means youÃ¢Â€Â™ll get an up-close view of some iconic Chicago buildings, like 875 N. Michigan Ave. and historic The Drake Hotel.",https://cdn.choosechicago.com/uploads/2019/06/AAlexander_WaterCrashing-2-900x600.jpg,choosechicago,budget-beach,close proximity downtown magnificent mile make easy scenic pit stop also mean get close view iconic chicago building like n michigan ave historic drake hotel beach find bike rental chair rental volleyball court plenty space swim spread sand beach host number popular amateur professional volleyball tournament throughout summer
Loyola Beach,"A little farther north, youÃ¢Â€Â™ll find a tranquil atmosphere atÃ‚Â , named for the nearby Loyola University campus. The quieter atmosphere, ample green space, and a playground make it a family favorite. Nearby, the Glenwood Avenue Arts District in the Rogers Park neighborhood offers vibrant murals, music venues, theaters, art galleries, and a mix of shops and restaurants.",,choosechicago,budget-beach,little farther north find tranquil atmosphere named nearby loyola university campus quieter atmosphere ample green space playground make family favorite nearby glenwood avenue art district rogers park neighborhood offer vibrant mural music venue theater art gallery mix shop restaurant
What to do,": Around the beach, youÃ¢Â€Â™ll find Divvy bike rentals, sand volleyball courts, a natural area, and plenty of space to swim and spread out in the sand. This beach hosts a number of popular amateur and professional volleyball tournaments throughout the summer.",,choosechicago,budget-beach,around beach find divvy bike rental sand volleyball court natural area plenty space swim spread sand beach host number popular amateur professional volleyball tournament throughout summer around beach find divvy bike rental sand volleyball court natural area plenty space swim spread sand beach host number popular amateur professional volleyball tournament throughout summer
31st Street Beach,"Love water sports? (also called Margaret T. Burroughs Beach) is the place to be. The beach itself is located within Burnham Park, originally envisioned by legendary Chicago architect Daniel Burnham (best known for designing the 1893 WorldÃ¢Â€Â™s Fair), and features sweeping skyline views.",,choosechicago,budget-beach,love water sport also called margaret burroughs beach place beach located within burnham park originally envisioned legendary chicago architect daniel burnham best known designing world fair feature sweeping head st street harbor find chicago water sport rental rent jet ski pontoon boat kayak paddleboards skyline view
Edgewater,"Located in , this beach is officially named Kathy Osterman Beach Ã¢Â€Â” though the locals just call it Hollywood Beach for its proximity to Hollywood Avenue. The beach is also a beloved part of the cityÃ¢Â€Â™s thriving LGBTQ+ scene.",https://cdn.choosechicago.com/uploads/2023/06/AA_Hollywood_Beach_08-900x600.jpg,choosechicago,budget-beach,located beach officially named kathy osterman beach though local call hollywood beach proximity hollywood avenue beach also beloved part city thriving lgbtq scene calm water lack boat traffic make popular spot paddleboarders near beach playground dog park natural area popular migratory bird northernmost point mile lakefront trail
Northerly Island,"This unique beach is situated on the eastern edge of , a man-made peninsula that stretches along the lakefront. ItÃ¢Â€Â™s a spot known for spectacular, panoramic views if the surrounding cityscape, so make sure to bring your camera.",https://cdn.choosechicago.com/uploads/2019/06/AA_NortherlyIsle_18-900x600.jpg,choosechicago,budget-beach,unique beach situated eastern edge man made peninsula stretch along lakefront spot known spectacular panoramic view surrounding cityscape make sure bring camera area home acre prairie reserve good bird watching casual concession spot del campo taco outdoor concert venue huntington bank pavilion beach located within museum campus offering easy access adler planetarium field museum shedd aquarium
Montrose Beach,"Dogs love  as much as people do.  offers one of the only official dog beaches in the city, with a fenced-off section on the northern end of beach where pups can swim and run free without a leash. ItÃ¢Â€Â™s also the largest beach in Chicago, which means thereÃ¢Â€Â™s plenty of room for humans too.",,choosechicago,budget-beach,dog love much people offer one official dog beach city fenced section northern end beach pup swim run free without leash also largest beach chicago mean plenty room human montrose beach popular place family set umbrella spacious sand grill grassy area beyond beach edge montrose beach also includes natural area attracts migratory bird fall spring season serene dune habitat support variety endangered plant life
South Shore BeachÃ‚Â ,"is perfect if youÃ¢Â€Â™re looking to soak up a little sunÃ‚Â andÃ‚Â culture, thanks to the nearby South Shore Cultural Center. The beach itself includes a nature sanctuary, sand dunes, a small wetland, a prairie landscape, woodlands, and plenty of sand and sun. The 65-acre area includes a nine-hole golf course, tennis courts, a circular beach house with restrooms and showers, and excellent city views.",https://cdn.choosechicago.com/uploads/2019/05/south-shore-1-e1565621236857-900x549.jpg,choosechicago,budget-beach,perfect looking soak little sun culture thanks nearby south shore cultural center beach includes nature sanctuary sand dune small wetland prairie landscape woodland plenty sand sun acre area includes nine hole done beach walk south shore cultural center gorgeous historic building house solarium formal dining hall theater dr margaret burroughs gallery golf course tennis court circular beach house restroom shower excellent city view
Rainbow Beach,"This southside beach is named after a U.S. Army division that fought in WWII. The lakefront area was first established in 1908 and was originally known as Rocky Ledge Beach due to the rough terrain. The beach was extremely popular in the early 1900s since rare electric lighting allowed local workers to enjoy the beach at night. An expansion in 1918 connected Rocky Ledge with another nearby beach, creating the sandy shores of modern-day .",https://cdn.choosechicago.com/uploads/2019/06/CC_Rainbow_Beach_169_20130710_aerials-900x599.jpg,choosechicago,budget-beach,southside beach named u army division fought wwii lakefront area first established originally known rocky ledge beach due rough terrain beach extremely popular early since rare electric lighting allowed local worker enjoy beach night expansion connected rocky ledge another nearby beach creating sandy shore modern day today area home sweeping skyline view gymnasium fitness center multipurpose room handball court two playground one oldest community garden chicago today area home sweeping skyline view gymnasium fitness center multipurpose room handball court two playground one oldest community garden chicago
Hyde Park,"Tucked in theÃ‚Â  neighborhood, fewer crowds make 57th Street BeachÃ‚Â an ideal spot for picnicking or building sandcastles. The beach is part of historic Jackson Park, one of the cityÃ¢Â€Â™s oldest parks and the site of the 1893 WorldÃ¢Â€Â™s Fair in Chicago. The beach is the perfect stop after exploring the Museum of Science and Industry across the street.",,choosechicago,budget-beach,tucked neighborhood fewer crowd make th street beach ideal spot picnicking building sandcastles beach part historic jackson park one city oldest park site world fair chicago beach perfect stop exploring museum science industry across street
Chicago Sports Museum,"General admission: $10 This highly interactive museum celebrates the world of Chicago sports, using hi-tech simulated experiences, skill challenges, relics, and stats Ã¢Â€Â“ all combined with a collection of unique sports memorabilia. ItÃ¢Â€Â™s a playground for sports fans! 835 N Michigan Ave, Water Tower Place, Hours: Monday Ã¢Â€Â“ Thursday 11:30 a.m. Ã¢Â€Â“ 8:30 p.m., Friday 11:30 a.m. Ã¢Â€Â“ 9 p.m., Saturday 11 a.m. Ã¢Â€Â“ 9 p.m., Sunday 11 a.m. Ã¢Â€Â“ 6 p.m.",https://cdn.choosechicago.com/uploads/2019/05/caray_birthdayx_large_14364050-fdf1-4e29-a64e-1e8cd0bdb395.jpg,choosechicago,budget-cheap museum,general admission highly interactive museum celebrates world chicago sport using hi tech simulated experience skill challenge relic stats combined collection unique sport memorabilia playground sport fan n michigan ave water tower place hour monday thursday p friday p saturday p sunday p
Peggy Notebaert Nature Museum,"General admission: $9 If nature inspires you, head to Lincoln Park, where youÃ¢Â€Â™ll find the waterside Peggy Notebaert Nature Museum nestled amid native plantings, fountains, and waterfalls. YouÃ¢Â€Â™ll see everything from live native animals to nature-inspired art here. Most notable, though, is the Judy Istock Butterfly Haven, the MuseumÃ¢Â€Â™s internationally renowned 2,700-square-foot greenhouse where more than 1,000 butterflies (40 species) are housed. 30 N Cannon Dr, Lincoln Park Grounds (North Pond), Hours: Monday Ã¢Â€Â“ Friday 9 a.m. Ã¢Â€Â“ 5 p.m., Saturday & Sunday 10 a.m. Ã¢Â€Â“ 5 p.m.",https://cdn.choosechicago.com/uploads/2019/05/Peggy_Notebaert_Nature_Museum_Chicago_43ed7b90-cfbb-48fc-b2ec-ea7ea380352a.jpg,choosechicago,budget-cheap museum,general admission nature inspires head lincoln park find waterside peggy notebaert nature museum nestled amid native planting fountain waterfall see everything live native animal nature inspired art notable though judy istock butterfly museum internationally renowned square foot greenhouse butterfly specie housed n cannon dr lincoln park ground north pond hour monday friday p saturday sunday p
McCormick Bridgehouse Museum,"General admission: $6 The five-story McCormick Bridgehouse Museum celebrates ChicagoÃ¢Â€Â™s world-famous moveable bridges, and provides an opportunity to explore an historic landmark bridgehouse. At river level, visitors can view the massive gears that move ChicagoÃ¢Â€Â™s famous bridges up and down. As you ascend the building, youÃ¢Â€Â™ll learn all about the Chicago River. Upon reaching the very top, youÃ¢Â€Â™ll be treated to magnificent 360-degree views of the city. (Note: Only the first floor is handicap accessible.) 99 Chicago Riverwalk, Hours: Thursday Ã¢Â€Â“ Monday 10 a.m. Ã¢Â€Â“ 5 p.m., closed Tuesdays and WednesdaysÃ¢Â€Â‹",https://cdn.choosechicago.com/uploads/2019/05/McCormick_bridgehouse_museu_34a19cc5-8bd3-4c50-9edc-7e8c654a828f.jpg,choosechicago,budget-cheap museum,general admission five story mccormick bridgehouse museum celebrates chicago world famous moveable bridge provides opportunity explore historic landmark bridgehouse river level visitor view massive gear move chicago famous bridge ascend building learn chicago river upon reaching top treated magnificent degree view city note first floor handicap accessible chicago riverwalk hour thursday monday p closed tuesday wednesdaysÃ¢Â€Â‹
Intuit: The Center for Intuitive and Outsider Art,"Suggested donation: $5 Founded in 1991, Intuit is dedicated to the appreciation of intuitive and outsider art through world-class exhibitions; resources for scholars and students; a Permanent Collection with holdings of nearly 1,100 works of art; the Henry Darger Room Collection; the Robert A. Roth Study Center; and educational programming. The Henry Darger Room Collection, in particular, is a fascinating window into the cloistered world of this self-taught artist, creator of the Vivian Girls. 756 N Milwaukee Ave, Hours: Tuesday Ã¢Â€Â“ Wednesday & Friday Ã¢Â€Â“ Saturday 11 a.m.Ã‚Â  Ã¢Â€Â“ 6 p.m., Thursday 11 a.m. Ã¢Â€Â“ 7p.m., Sunday 12 Ã¢Â€Â“ 5 p.m.; closed Mondays",https://cdn.choosechicago.com/uploads/2019/06/Intuit_Main_Gallery_1_Photo_by_Cheri_Eisenberg_552fa782-957f-4424-b691-ad9830009b0e.jpg,choosechicago,budget-cheap museum,suggested donation founded intuit dedicated appreciation intuitive outsider art world class exhibition resource scholar student permanent collection holding nearly work art henry darger room collection robert roth study center educational programming henry darger room collection particular fascinating window cloistered world self taught artist creator vivian girl n milwaukee ave hour tuesday wednesday friday saturday p thursday p sunday p closed monday
National Museum of Mexican Art,"General admission: free This renowned museum is located in the heart of theÃ‚Â Pilsen neighborhood, which is itself rich in Latino history. Wander the halls to discover a collection of more than 10,000 works that bring to life the richness of Mexican art and culture. 1852 W. 19th St., Hours: Tuesday Ã¢Â€Â“ Sunday 10 a.m. Ã¢Â€Â“ 5 p.m.; closed Mondays",https://cdn.choosechicago.com/uploads/2019/05/DCASE_Pilsen_MexicanArtMuseum_FamilyAdventures_fa96e8b5-e357-426c-bdea-30e5a9c8cc63.jpg,choosechicago,budget-cheap museum,general admission free renowned museum located heart pilsen neighborhood rich latino history wander hall discover collection work bring life richness mexican art culture w th st hour tuesday sunday p closed monday
Chicago Design Museum,"General admission: free Located at Block 37 on State Street (aka shopping mecca), this tiny (and free) museum displays incredibly creative changing exhibits on everything from design to architecture. Recent exhibitions have included paper arts from around the world, and games in our modern culture. Block 37Ã¢Â€Â¨, 108 N. State St., 3rd floor, Hours: Tuesday Ã¢Â€Â“ Saturday 12 Ã¢Â€Â“ 7 p.m.; closed Sundays and Mondays",https://cdn.choosechicago.com/uploads/2019/05/image0016_50995d85-9e48-42df-bf98-744e1e75778b.jpg,choosechicago,budget-cheap museum,general admission free located block state street aka shopping mecca tiny free museum display incredibly creative changing exhibit everything design architecture recent exhibition included paper art around world game modern culture block n state st rd floor hour tuesday saturday p closed sunday monday
Museum of Contemporary Photography,"General admission: free Tucked away in the South Loop, within Columbia College, the Museum of Contemporary Photography is one of ChicagoÃ¢Â€Â™s best-kept secrets. ItÃ¢Â€Â™s a small but mighty museum, regularly carrying the work of local photographers. The museumÃ¢Â€Â™s Midwest Photographers Project cycles through new and established Midwest photographers, each examining a different social experience, from the slums of Mumbai to electronics and teens. 600 S Michigan Ave, Columbia College, Hours: Monday-Wednesday & Friday-Saturday 10 a.m. Ã¢Â€Â“ 5 p.m., Thursday 10 a.m. Ã¢Â€Â“ 8 p.m., Sunday 12 Ã¢Â€Â“ 5 p.m.",https://cdn.choosechicago.com/uploads/2019/05/the_museum_of_contemporary_photography_chicago_5c6a60ce-0026-4cfe-836b-bb9fb9c28fc7.jpg,choosechicago,budget-cheap museum,general admission free tucked away south loop within columbia college museum contemporary photography one chicago best kept secret small mighty museum regularly carrying work local photographer museum midwest photographer project cycle new established midwest photographer examining different social experience slum mumbai electronics teen michigan ave columbia college hour monday wednesday friday saturday p thursday p sunday p
Smart Museum of Art,"General admission: freeNestled on the University of Chicago campus inÃ‚Â Hyde Park, the Smart Museum houses more than 15,000 artworks, ranging from European paintings and Asian arts to contemporary and modern art. This is also home to The H. C. Westermann Study Collection, which is one of the most significant public collections of artwork and archival material related to the artistÃ¢Â€Â™s life and work.Ã‚Â Find out moreÃ‚Â about the collections and special exhibits.",https://cdn.choosechicago.com/uploads/2019/08/smart5_801ccf02-f773-4d6e-9d49-c4e19362a0bb.jpg,choosechicago,budget-cheap museum,general admission freenestled university chicago campus hyde park smart museum house artwork ranging european painting asian art contemporary modern art also home h c westermann study collection one significant public collection artwork archival material related artist life work find collection special exhibit
City Winery,"There are a variety of excellent waterfront . One popular spot is City WineryÃ¢Â€Â˜s Riverwalk wine garden. Enjoy a glass of their signature wines on tap, a cheese plate, and a spot on their patio overlooking the iconic Marina Towers. In the winter, reserve one of their heated domes to feel like youÃ¢Â€Â™re in a giant snow globe.",,choosechicago,budget-riverwalk,riverwalk wine garden enjoy glass signature wine tap cheese plate spot patio overlooking iconic marina tower winter reserve one heated dome feel like giant snow globe
Tiny Tapp,"serves beer, cocktails, and casual bites, Island Party Hut brings the tropical vibes, The Northman Beer & Cider Garden offers Chicago-made ciders, and the Community Marketplace features women- and minority-owned vendors from all over the city.",,choosechicago,budget-riverwalk,serf beer cocktail casual bite island party hut brings tropical vibe northman beer cider garden offer chicago made cider community marketplace feature woman minority owned vendor city
Island Party HutÃ_,There are so many . Take a stroll and check them all out.,,choosechicago,budget-riverwalk, brings tropical vibe 
The Northman Beer & Cider GardenÃ_,offer chicago made cider ,,choosechicago,budget-riverwalk,offer chicago made cider 
Community Marketplace,features women and minority owned vendors from all over the city ,,choosechicago,budget-riverwalk,feature woman minority owned vendor city
