title,personas,category_x,description,text_cleaned_lemmatized,image_url
North Avenue Beach,couple,"waterfront, beach","is home to one of the most popular beachfront restaurants. Castaways is instantly recognizable — when you spot the giant ship washed up on the sand, you’ll know you’re in the right place. While the first level’s menu consists of ice cream and snacks, the rooftop is a beach bar and grill with burgers and frozen cocktails. The atmosphere is laidback during the week with casual beachgoers, and more high-energy on summer weekends when live DJs bring a party vibe.

is one of Chicago’s most popular beaches with locals and visitors alike, thanks to its spacious sands, cool beachfront bars, and convenient location near other top attractions (like the nearby Lincoln Park Zoo).","s home to one of the most popular beachfront restaurants castaways is instantly recognizable — when you spot the giant ship washed up on the sand you ll know you re in the right place while the first level s menu consists of ice cream and snacks the rooftop is a beach bar and grill with burgers and frozen cocktails the atmosphere is laidback during the week with casual beachgoers and more high energy on summer weekends when live djs bring a party vibe 

s one of chicago s most popular beaches with locals and visitors alike thanks to its spacious sands cool beachfront bars and convenient location near other top attractions like the nearby lincoln park zoo ",https://cdn.choosechicago.com/uploads/2019/05/castaways_cabanas_04_44756dc8-15a6-4940-b257-5b67cec60fb8-900x598.jpg
Northerly Island,couple,beaches,"This unique beach is situated on the eastern edge of , a man-made peninsula that stretches along the lakefront. It’s a spot known for spectacular, panoramic views if the surrounding cityscape, so make sure to bring your camera.",this unique beach is situated on the eastern edge of a man made peninsula that stretches along the lakefront it s a spot known for spectacular panoramic views if the surrounding cityscape so make sure to bring your camera ,https://cdn.choosechicago.com/uploads/2019/06/AA_NortherlyIsle_18-900x600.jpg
O’Briens Riverwalk Café,couple,riverwalk restaurants,"offers a sun-soaked patio, live music, and a menu filled with classic American fare with a hint of Ireland — choose from corned beef sandwiches, hot dogs, cobb salads, burgers, and more. The drink menu includes wine by the glass and bottle, domestic and imported beer, and a selection of cocktails.",offers a sun soaked patio live music and a menu filled with classic american fare with a hint of ireland — choose from corned beef sandwiches hot dogs cobb salads burgers and more the drink menu includes wine by the glass and bottle domestic and imported beer and a selection of cocktails ,https://cdn.choosechicago.com/uploads/2019/06/day-chicago-riverwalk-900x450.jpg
Oak Street Beach,couple,beaches,"Its close proximity to downtown and The Magnificent Mile makes  an easy (and scenic) pit stop. That also means you’ll get an up-close view of some iconic Chicago buildings, like 875 N. Michigan Ave. and historic The Drake Hotel.",its close proximity to downtown and the magnificent mile makes an easy and scenic pit stop that also means you ll get an up close view of some iconic chicago buildings like  n michigan ave and historic the drake hotel ,https://cdn.choosechicago.com/uploads/2019/06/AAlexander_WaterCrashing-2-900x600.jpg
Oda Mediterranean Cuisine,couple,outdoor dining,": Enjoy Turkish and Georgian cuisines, paired with unique wines, on the flower-filled sidewalk patio at this Andersonville gem.", enjoy turkish and georgian cuisines paired with unique wines on the flower filled sidewalk patio at this andersonville gem ,
Orso’s Restaurant,couple,date night ideas,"Grab a seat in the cozy dining room or on lush patio at Old Town’s , a family-owned Italian spot filled with old-world charm.",grab a seat in the cozy dining room or on lush patio at old town s a family owned italian spot filled with old world charm ,https://cdn.choosechicago.com/uploads/2019/05/CH_ChooseChicago_Second_City_Facade_c197ddf4-e7d1-4b92-b003-6d2705f84b93-900x600.jpg
Parson’s Chicken & Fish,couple,outdoor dining,"In Logan Square,  boasts a spacious outdoor patio outfitted with cheery picnic tables, red-and-white-striped umbrellas, string lights, and ping-pong tables. Head to the outdoor bar to try their signature negroni slushy, which pairs perfectly with their menu of fried chicken and fish.",in logan square boasts a spacious outdoor patio outfitted with cheery picnic tables red and white striped umbrellas string lights and ping pong tables head to the outdoor bar to try their signature negroni slushy which pairs perfectly with their menu of fried chicken and fish ,https://cdn.choosechicago.com/uploads/2019/06/PARSONS_Exterior_2_credit_Clayton_Hauck_a23125c1-e5d2-4295-9609-d76aa8b27da8.jpg
Peggy Notebaert Nature Museum,family,,"From native animals and nature-inspired art, to toddler-friendly play spaces and an exotic butterfly house, the exhibits at Peggy Notebaert Museum are sure to thrill young visitors (and grown-up ones, too). As a bonus, the museum sits within the grounds and gardens of Lincoln Park, where kids can run wild among shady trees, blossoming flowers, and chattering squirrels.",native animal nature inspired art toddler friendly play space exotic butterfly house exhibit peggy notebaert museum sure thrill young visitor grown one bonus museum sits within ground garden lincoln park kid run wild among shady tree blossoming flower chattering squirrel,https://cdn.choosechicago.com/uploads/2019/06/Peggy-Notebaert-Nature-Museum-garden-4-900x600.jpg
Piccolo Sogno,couple,outdoor dining,": The patio at this refined Italian spot in West Town has major secret garden vibes. The charming outdoor space features string lights, yellow umbrellas, and ivy-covered walls.", the patio at this refined italian spot in west town has major secret garden vibes the charming outdoor space features string lights yellow umbrellas and ivy covered walls ,
Pier 31,couple,waterfront restaurants,"Enjoy a quick bite, cocktails, and panoramic water views at this casual waterfront patio. , located at 31st Street Beach, is a beachside bar and grill featuring a walk-up window for ordering, plenty of outdoor seating on the lively deck, and free live music while you watch the boats drift in and out of the harbor.",enjoy a quick bite cocktails and panoramic water views at this casual waterfront patio located at st street beach is a beachside bar and grill featuring a walk up window for ordering plenty of outdoor seating on the lively deck and free live music while you watch the boats drift in and out of the harbor ,
Ping Tom Memorial Park,couple,romantic weekend,"Walk off brunch with a stroll through bustling Chinatown. Pop into souvenir shops, gaze at the ornate Chinese architecture adorning the streets, and find some solitude at scenic . Rent a two-person kayak and set off on the Chicago River, where you’ll be rewarded with stunning views of the city skyline.",walk off brunch with a stroll through bustling chinatown pop into souvenir shops gaze at the ornate chinese architecture adorning the streets and find some solitude at scenic rent a two person kayak and set off on the chicago river where you ll be rewarded with stunning views of the city skyline ,
Pizzeria Portofino,couple,outdoor dining,"You’ll be instantly transported to the coast of Italy at this riverfront restaurant. Their patio at  is always packed with people sipping Aperol spritz and soaking in the sun, while boats sail past on the calm Chicago River. An indoor/outdoor bar connects the patio to the main dining space, making the entire restaurant feel open air. The menu includes casual Italian favorites, like zucchini blossoms, burrata, hand-stretched pizzas, and cacio e pepe.",you ll be instantly transported to the coast of italy at this riverfront restaurant their patio at is always packed with people sipping aperol spritz and soaking in the sun while boats sail past on the calm chicago river an indoor outdoor bar connects the patio to the main dining space making the entire restaurant feel open air the menu includes casual italian favorites like zucchini blossoms burrata hand stretched pizzas and cacio e pepe ,https://cdn.choosechicago.com/uploads/2019/12/PizzeriaPortofino_Interior_Credit_HsingChen-900x514.jpg
PlayMakers Laboratory,family,,"has been celebrating the power of children’s imaginations since 1997, with arts programs that focus on storytelling, theatre, and social-emotional skills. In fact, the professional actors perform material written by Chicago Public School students, providing a unique outlet for their creative works.",celebrating power child imagination since art program focus storytelling theatre social emotional skill fact professional actor perform material written chicago public school student providing unique outlet creative work,
Porter Kitchen & Deck,couple,outdoor dining,": This riverside spot has two outdoor seating areas, including a waterfront patio and an elevated deck with city views.", this riverside spot has two outdoor seating areas including a waterfront patio and an elevated deck with city views ,
Rainbow Beach,couple,beaches,"This southside beach is named after a U.S. Army division that fought in WWII. The lakefront area was first established in 1908 and was originally known as Rocky Ledge Beach due to the rough terrain. The beach was extremely popular in the early 1900s since rare electric lighting allowed local workers to enjoy the beach at night. An expansion in 1918 connected Rocky Ledge with another nearby beach, creating the sandy shores of modern-day .",this southside beach is named after a u s army division that fought in wwii the lakefront area was first established in  and was originally known as rocky ledge beach due to the rough terrain the beach was extremely popular in the early s since rare electric lighting allowed local workers to enjoy the beach at night an expansion in  connected rocky ledge with another nearby beach creating the sandy shores of modern day ,https://cdn.choosechicago.com/uploads/2019/06/CC_Rainbow_Beach_169_20130710_aerials-900x599.jpg
Reggie’s on the Beach,couple,waterfront restaurants,"The beloved South Loop rock club has opened a waterfront restaurant and bar on 63rd Street Beach.  is open all day for food and drinks, featuring casual dishes like burgers and salads and plenty of tropical drinks. Check the schedule for their line-up of free concerts with an emphasis on reggae, blues, jazz, and funk.",the beloved south loop rock club has opened a waterfront restaurant and bar on rd street beach is open all day for food and drinks featuring casual dishes like burgers and salads and plenty of tropical drinks check the schedule for their line up of free concerts with an emphasis on reggae blues jazz and funk ,https://cdn.choosechicago.com/uploads/2019/05/69387526_2532207166799914_2601620961459437568_o-900x674.jpg
Robert’s Pizza ,couple,outdoor dining,"Located on a quiet stretch of waterfront, is a hidden gem serving artisan pizzas on their picture-perfect patio. Explore the menu of thin-crust pies and small plates, plus a full wine list and cocktail menu. It’s also the perfect place to watch the Navy Pier summer fireworks on Wednesdays and Saturdays during the summer.",located on a quiet stretch of waterfront is a hidden gem serving artisan pizzas on their picture perfect patio explore the menu of thin crust pies and small plates plus a full wine list and cocktail menu it s also the perfect place to watch the navy pier summer fireworks on wednesdays and saturdays during the summer ,https://cdn.choosechicago.com/uploads/2022/06/Roberts-Pizza-Patio-Sunset-3-900x600.jpg
RPM Seafood,couple,romantic restaurants,"Overlooking the majestic Chicago River,  is an upscale fine-dining establishment. Ideal for special occasions, this centrally located waterfront restaurant is home to a full-service bar and an extensive menu of fresh seafood, housemade pasta dishes, and prime cuts of steak.",overlooking the majestic chicago river is an upscale fine dining establishment ideal for special occasions this centrally located waterfront restaurant is home to a full service bar and an extensive menu of fresh seafood housemade pasta dishes and prime cuts of steak ,https://cdn.choosechicago.com/uploads/2020/02/RPM-Seafood-©John-Stoffer-900x580.png
Sapori Trattoria,couple,romantic restaurants,"For a relaxed date night, drop by  in Lincoln Park to savor traditional Italian comfort food in a classy yet comfortable setting. Whether dining indoors or outside on the patio, you can expect a noteworthy meal involving antipasti, fresh pasta, homemade desserts, and tasty libations.",for a relaxed date night drop by in lincoln park to savor traditional italian comfort food in a classy yet comfortable setting whether dining indoors or outside on the patio you can expect a noteworthy meal involving antipasti fresh pasta homemade desserts and tasty libations ,
Segnatore,couple,romantic restaurants,"Leveraging locally available herbs and ingredients,  draws inspiration from the history of Italy’s folk healers. The moody interiors and carefully crafted menu at this neighborhood gem reflect the European culinary roots while also celebrating the bounty and warmth of Midwestern ingredients and culture. Located in a bustling stretch of Humboldt Park, it’s the perfect starting point for a night on the town.",leveraging locally available herbs and ingredients draws inspiration from the history of italy s folk healers the moody interiors and carefully crafted menu at this neighborhood gem reflect the european culinary roots while also celebrating the bounty and warmth of midwestern ingredients and culture located in a bustling stretch of humboldt park it s the perfect starting point for a night on the town ,
Sepia,couple,romantic restaurants,"Located in a former 1890s print shop,  is all about simple sophistication. The brick and wood interior evokes old-school Chicago, while the food is all modern. Acclaimed chef Andrew Zimmerman sources from local artisan suppliers for his seasonal menus, working to showcase the purity and flavor of each ingredient. The impressive cocktail and wine list completes the date night checklist.",located in a former s print shop is all about simple sophistication the brick and wood interior evokes old school chicago while the food is all modern acclaimed chef andrew zimmerman sources from local artisan suppliers for his seasonal menus working to showcase the purity and flavor of each ingredient the impressive cocktail and wine list completes the date night checklist ,https://cdn.choosechicago.com/uploads/2019/06/Sepia_d_turner_dining_room_copy_61117e99-bde0-46b1-b307-bcade521bd0b.jpg
Shedd Aquarium ,family,,"Right next door to Adler Planetarium and Field Museum on the Museum Campus, gives new meaning to “wow.” Not only can you explore underwater worlds from across the globe, but the Shedd offers unique, up-close-and-personal experiences, like museum sleepovers, behind-the-scenes tours, and extraordinary animal encounters, like joining in a shark feeding tour, being a trainer for a day, and interacting with stingrays.",right next door adler planetarium field museum museum campus give new meaning “ wow explore underwater world across globe shedd offer unique close personal experience like museum sleepover behind scene tour extraordinary animal encounter like joining shark feeding tour trainer day interacting stingray,https://cdn.choosechicago.com/uploads/2019/05/Shedd-28-900x600.jpg
Shore Club,couple,waterfront restaurants,"Also on the sands of North Avenue Beach, the resort-inspired  feels like an island getaway without leaving the city. Offering three different spaces — the Patio, the Oasis, and the Restaurant — the ’s menu features Mediterranean-inspired shared plates and plenty of summer-y cocktails. In the clubby Oasis area, reserve a private cabana where you can lounge in a daybed while enjoying personalized bottle service.",also on the sands of north avenue beach the resort inspired feels like an island getaway without leaving the city offering three different spaces — the patio the oasis and the restaurant — the s menu features mediterranean inspired shared plates and plenty of summer y cocktails in the clubby oasis area reserve a private cabana where you can lounge in a daybed while enjoying personalized bottle service ,https://cdn.choosechicago.com/uploads/2019/05/SC-Venue-CB-2-900x601.jpg
Siena Tavern,couple,outdoor dining,": This long-time River North staple serves its crowd-pleasing Italian fare on a spacious, buzzy sidewalk patio.", this long time river north staple serves its crowd pleasing italian fare on a spacious buzzy sidewalk patio ,
Skydeck Chicago ,family,,"Walk on air at Skydeck Chicago. Located in Willis Tower, one of the tallest buildings in the world, glass boxes extend approximately 4 feet from the skyscraper’s facade, more than 1,300 feet above ground level.",walk air skydeck chicago located willis tower one tallest building world glass box extend approximately foot skyscraper facade foot ground level,https://cdn.choosechicago.com/uploads/2019/06/RP_SKYDECK_28.jpg-900x601.jpg
Sloomoo Institute,family,,"Kids — and kids at heart — and invited to experience the ‘s interactive slime museum. Visitors can explore a variety of hands-on exhibits featuring all sorts of textural, scented slimes. Come experience the joys of sensory play, soothing ASMR, and contemporary art.",kid kid heart invited experience ‘ interactive slime museum visitor explore variety hand exhibit featuring sort textural scented slime come experience joy sensory play soothing asmr contemporary art,https://cdn.choosechicago.com/uploads/2019/05/GPSphoto-SloomooChicago-8-900x600.jpg
South Shore Beach ,couple,beaches,"is perfect if you’re looking to soak up a little sun and culture, thanks to the nearby South Shore Cultural Center. The beach itself includes a nature sanctuary, sand dunes, a small wetland, a prairie landscape, woodlands, and plenty of sand and sun. The 65-acre area includes a nine-hole golf course, tennis courts, a circular beach house with restrooms and showers, and excellent city views.",s perfect if you re looking to soak up a little sun and culture thanks to the nearby south shore cultural center the beach itself includes a nature sanctuary sand dunes a small wetland a prairie landscape woodlands and plenty of sand and sun the  acre area includes a nine hole golf course tennis courts a circular beach house with restrooms and showers and excellent city views ,
South Shore Cultural Center,couple,waterfront restaurants,"Part of the stunning , South Shore Social Beach Club is a hub for fun events all summer long. Check the calendar for live music, line dancing, paint nights, invigorating beach workouts, and a plethora of other outdoor activities. Then grab a bite to eat from their culinary offerings, including burgers, wings, desserts, and a full bar.",part of the stunning south shore social beach club is a hub for fun events all summer long check the calendar for live music line dancing paint nights invigorating beach workouts and a plethora of other outdoor activities then grab a bite to eat from their culinary offerings including burgers wings desserts and a full bar ,
special holiday dining cruises,couple,dinner cruises,"Looking to do something a little different this year? A holiday is the perfect occasion for a boat cruise, whether it’s a daytime Easter brunch or an all-out New Year’s Eve celebration. These  typically include an elegant meal, full bar, music, dancing, and unbeatable city views. You’ll find holiday cruises on the Chicago River and Lake Michigan all year long, including Easter, St. Patrick’s Day, Mother’s Day, Father’s Day, Thanksgiving, New Year’s Eve, and beyond.",looking to do something a little different this year a holiday is the perfect occasion for a boat cruise whether it s a daytime easter brunch or an all out new year s eve celebration these typically include an elegant meal full bar music dancing and unbeatable city views you ll find holiday cruises on the chicago river and lake michigan all year long including easter st patrick s day mother s day father s day thanksgiving new year s eve and beyond ,https://cdn.choosechicago.com/uploads/2021/06/90b5a3f1-64dc-48b3-9a7c-86507262ec05-900x630.jpeg
summer in Chicago,couple,beaches,"Chicago’s 26 miles of scenic lakefront includes numerous public parks and gardens, an 18-mile Lakefront Trail — and more than two dozen free beaches that open to the public every . Here are a few spots you can kick back and soak in the sun at Chicago’s beautiful beaches.",chicago s  miles of scenic lakefront includes numerous public parks and gardens an  mile lakefront trail — and more than two dozen free beaches that open to the public every here are a few spots you can kick back and soak in the sun at chicago s beautiful beaches ,
Summer Music Series,couple,MillenniumPark,"Millennium Park offers a busy calendar of public events all year round. Don’t miss the beloved  and Summer Film Series, when you can grab a seat on the Great Lawn and enjoy a free show under the stars. The park also is also home to annual festivals, including the Grant Park Music Festival, the Chicago Blues Festival, the Chicago Jazz Festival, and Chicago Gourmet.

The pavilion features a state-of-the-art sound system designed to mimic the acoustics of an indoor theatre. Grab a seat or sprawl out on the Great Lawn with a picnic as you take in Millennium Park’s free events like the annual  and Summer Film Series, and a host of summer festivals, including the Grant Park Music Festival, the Chicago Gospel Music Festival, the Chicago Blues Festival, and the Chicago Jazz Festival.","millennium park offers a busy calendar of public events all year round don t miss the beloved and summer film series when you can grab a seat on the great lawn and enjoy a free show under the stars the park also is also home to annual festivals including the grant park music festival the chicago blues festival the chicago jazz festival and chicago gourmet 

the pavilion features a state of the art sound system designed to mimic the acoustics of an indoor theatre grab a seat or sprawl out on the great lawn with a picnic as you take in millennium park s free events like the annual and summer film series and a host of summer festivals including the grant park music festival the chicago gospel music festival the chicago blues festival and the chicago jazz festival ",https://cdn.choosechicago.com/uploads/2022/03/2021_0916_Concert_Serieres_Millennium_Park-29-2-900x600.jpg
Sweet Home Gelato,couple,riverwalk restaurants,"Got a sweet tooth?  serves up hand-crafted gelato along the Chicago Riverwalk in the warmer months. Choose from a rotating array of freshly made gelatos and sorbets, like amaretto, chai tea, Nutella, panna cotta, and more. They also serve baked treats, shakes and floats, and coffee.",got a sweet tooth serves up hand crafted gelato along the chicago riverwalk in the warmer months choose from a rotating array of freshly made gelatos and sorbets like amaretto chai tea nutella panna cotta and more they also serve baked treats shakes and floats and coffee ,https://cdn.choosechicago.com/uploads/2018/07/RP_CITY_WINERY_29.jpg-900x601.jpg
"Table, Donkey and Stick",couple,"romantic, outdooe",": Tucked away in Logan Square, this hidden patio has cozy backyard vibes for enjoying wine and charcuterie.

Awarded a Michelin Bib Gourmand distinction, Logan Square’s  pays homage to the culinary traditions of the Alps. The warm, cozy ambiance at this tiny neighborhood eatery is the perfect setting to enjoy charcuterie, seasonal small plates, and European-inspired entrees."," tucked away in logan square this hidden patio has cozy backyard vibes for enjoying wine and charcuterie

awarded a michelin bib gourmand distinction logan square s pays homage to the culinary traditions of the alps the warm cozy ambiance at this tiny neighborhood eatery is the perfect setting to enjoy charcuterie seasonal small plates and european inspired entrees  ",
Tabu,couple,outdoor dining,": This pan-Latin restaurant opens its spacious rooftop in the summer, with a seasonal cocktail menu and even some special menu items specifically for the rooftop.", this pan latin restaurant opens its spacious rooftop in the summer with a seasonal cocktail menu and even some special menu items specifically for the rooftop ,https://cdn.choosechicago.com/uploads/2022/05/Siena-Tavern-900x600.jpg
Taureaux Tavern,couple,outdoor dining,"brings a dose of Parisian chic to the bustling downtown Loop. Their spacious all-season patio, complete with charming string lights and an inviting atmosphere, is the perfect setting to enjoy the French-inspired menu. Enjoy an array of classic and modern dishes, plus plenty of cocktails and bubbles.",brings a dose of parisian chic to the bustling downtown loop their spacious all season patio complete with charming string lights and an inviting atmosphere is the perfect setting to enjoy the french inspired menu enjoy an array of classic and modern dishes plus plenty of cocktails and bubbles ,https://cdn.choosechicago.com/uploads/2022/11/Taureaux-Patio-2-900x600.png
The Bean,couple,MillenniumPark,"You can’t come to Chicago and not visit , one of the city’s most famous icons. Unveiled in 2005, this is famed artist Anish Kapoor’s first outdoor public sculpture in the United States, and one of the largest sculptures of its kind in the world. See yourself and the city skyline reflected on Cloud Gate’s shiny surfaces and snap the ultimate Chicago photo opp.",you can t come to chicago and not visit one of the city s most famous icons unveiled in  this is famed artist anish kapoor s first outdoor public sculpture in the united states and one of the largest sculptures of its kind in the world see yourself and the city skyline reflected on cloud gate s shiny surfaces and snap the ultimate chicago photo opp ,https://cdn.choosechicago.com/uploads/2020/03/sawyer-bengtson-tnv84LOjes4-unsplash-900x600.jpg
The Bellevue,couple,outdoor dining,: This lively sidewalk patio is the perfect spot for people watching in the bustling Gold Coast neighborhood., this lively sidewalk patio is the perfect spot for people watching in the bustling gold coast neighborhood ,
The Boeing Galleries,couple,MillenniumPark,"comprise two paved outdoor spaces located on the mid-level terraces. Designed for public exhibitions and furnished with seating for park visitors, these free, open-air galleries are home to modern and contemporary art installations that rotate throughout the year.",comprise two paved outdoor spaces located on the mid level terraces designed for public exhibitions and furnished with seating for park visitors these free open air galleries are home to modern and contemporary art installations that rotate throughout the year ,
The Dandy Crown,couple,outdoor dining,: This funky West Town spot is known for their cocktails and laidback neighborhood-bar vibes., this funky west town spot is known for their cocktails and laidback neighborhood bar vibes ,
The Dawson,couple,romantic and outdoor,"In trendy West Town, locals flock to this rustic outdoor patio with its own bar, oversized fireplace, and French doors that lead into ‘s beautiful interior. It’s the perfect spot to soak in the hustle and bustle of the neighborhood while enjoying globally-inspired American cuisine.

In River West,  plays off the neighborhood’s history with an industrial vibe made upscale. The menu of globally inspired American cuisine showcases the finest ingredients of the season, from fresh seafood to colorful veggies. It’s the perfect date night out, whether you’re on the cozy patio with an outdoor fireplace or in the candlelit dining room.","in trendy west town locals flock to this rustic outdoor patio with its own bar oversized fireplace and french doors that lead into ‘s beautiful interior it s the perfect spot to soak in the hustle and bustle of the neighborhood while enjoying globally inspired american cuisine 

in river west plays off the neighborhood s history with an industrial vibe made upscale the menu of globally inspired american cuisine showcases the finest ingredients of the season from fresh seafood to colorful veggies it s the perfect date night out whether you re on the cozy patio with an outdoor fireplace or in the candlelit dining room ",https://cdn.choosechicago.com/uploads/2019/06/062-The-Dawson_Tahlier-900x600.jpg
The Dock at Montrose Beach,couple,waterfront restaurants,"A favorite for waterfront dining on the north side is . After playing in the waves, strolling in the gardens, or letting your pup splash around at Montrose Beach, you can continue enjoying Lake Michigan from The Dock’s large open patio. The food is simple and fresh, the scenery is spectacular, and you can even catch live bands on weekends.",a favorite for waterfront dining on the north side is after playing in the waves strolling in the gardens or letting your pup splash around at montrose beach you can continue enjoying lake michigan from the dock s large open patio the food is simple and fresh the scenery is spectacular and you can even catch live bands on weekends ,https://cdn.choosechicago.com/uploads/2019/06/AA_MontroseBeach_07-900x600.jpg
The Duck Inn,couple,outdoor dining,"This neighborhood gastro-tavern in Bridgeport is housed in a pre-Prohibition era tavern with a retro aesthetic inside and a cozy patio outside. In the summer, you’ll find  patio packed with locals for backyard pizza nights and Sunday brunches. Don’t miss their signature dishes, like the whole rotisserie duck or the Duck Inn Dog, a tribute to a classic Chicago-style hot dog.",this neighborhood gastro tavern in bridgeport is housed in a pre prohibition era tavern with a retro aesthetic inside and a cozy patio outside in the summer you ll find patio packed with locals for backyard pizza nights and sunday brunches don t miss their signature dishes like the whole rotisserie duck or the duck inn dog a tribute to a classic chicago style hot dog ,https://cdn.choosechicago.com/uploads/2019/06/IMG_1622-900x600.jpg
The J. Parker,couple,date night ideas,"Have a champagne toast at the ultra-romantic, all-season rooftop , with 360-degree views of Lincoln Park and Lake Michigan as the perfect backdrop.",have a champagne toast at the ultra romantic all season rooftop with  degree views of lincoln park and lake michigan as the perfect backdrop ,
The Lakefront Restaurant,couple,waterfront restaurants,"Located inside the historic Theater on the Lake,  is Chicago’s only lakefront spot open all year round. The Lincoln Park spot serves upscale tavern fare in its soaring interior or on the alfresco patio offering unbeatable views of both the skyline and Lake Michigan. Choose from a diverse menu of seasonally inspired dishes, from seafood to gourmet burgers to fresh salads. Their Sunday brunch service is also popular. Patio seating is weather permitting.",located inside the historic theater on the lake is chicago s only lakefront spot open all year round the lincoln park spot serves upscale tavern fare in its soaring interior or on the alfresco patio offering unbeatable views of both the skyline and lake michigan choose from a diverse menu of seasonally inspired dishes from seafood to gourmet burgers to fresh salads their sunday brunch service is also popular patio seating is weather permitting ,https://cdn.choosechicago.com/uploads/2019/05/The_Lakefront_Restaurant_69b7ea00-1936-4882-b754-5be78518a9bd-750x502.jpg
The Magnificent Mile,couple,romantic weekend,"Next, head downtown to Chicago’s iconic , where you’ll find historic sites and tons of shopping. Don’t miss the nearby Gold Coast area, home to luxury boutiques and classic charm.",next head downtown to chicago s iconic where you ll find historic sites and tons of shopping don t miss the nearby gold coast area home to luxury boutiques and classic charm ,
The Northman Beer & Cider Garden,couple,riverwalk restaurants,"brings the feel of a traditional European beer garden to the stunning riverfront. Grab a spot at one of the communal picnic tables and order some Euro-inspired favorites, like döner sausage, hummus, baked camembert, warm pretzels, and more. The real focus is on the cider, with a selection of fruit-forward options from all over the country — including The Northman’s own brew, a perfectly balanced cider from a blend of Michigan heirloom apples.",brings the feel of a traditional european beer garden to the stunning riverfront grab a spot at one of the communal picnic tables and order some euro inspired favorites like döner sausage hummus baked camembert warm pretzels and more the real focus is on the cider with a selection of fruit forward options from all over the country — including the northman s own brew a perfectly balanced cider from a blend of michigan heirloom apples ,https://cdn.choosechicago.com/uploads/2020/06/DD31-900x600.jpg
The Perch,couple,outdoor dining,: This lush beer garden is tucked away just off the vibrant Divison Street corridor in the Wicker Park neighborhood., this lush beer garden is tucked away just off the vibrant divison street corridor in the wicker park neighborhood ,
The Press Room,couple,romantic restaurants,"Radiating speakeasy vibes with its dim lighting and vintage decor,  offers a uniquely intimate setting for date night. Nestled in the basement of a century-old building, this West Loop restaurant and cocktail bar features curated wine selections that complement scratch-made pasta and savory bites.",radiating speakeasy vibes with its dim lighting and vintage decor offers a uniquely intimate setting for date night nestled in the basement of a century old building this west loop restaurant and cocktail bar features curated wine selections that complement scratch made pasta and savory bites ,https://cdn.choosechicago.com/uploads/2019/06/2023-03-17_Appetizer_New-Potatoes_The-Press-Room_1-900x600.jpg
The Purple Pig,couple,romantic weekend,"Have lunch at , where you can share award-winning small plates right on Michigan Avenue.",have lunch at where you can share award winning small plates right on michigan avenue ,
The Violet Hour,couple,romantic weekend,"For a night cap, head to . The entrance to this acclaimed cocktail spot is hidden behind an ever-changing mural, but the line forming out front usually gives it away. Inside, you’ll find modern speakeasy vibes and next-level mixology — the perfect spot to end your romantic Chicago getaway.",for a night cap head to the entrance to this acclaimed cocktail spot is hidden behind an ever changing mural but the line forming out front usually gives it away inside you ll find modern speakeasy vibes and next level mixology — the perfect spot to end your romantic chicago getaway ,
The Second City,couple,date night ideas,"Next, head to  for one of their classic improv shows, featuring some of the top sketches, songs and improv from their more than 50-year history. The company that brought the world Tina Fey, Stephen Colbert, and Steve Carell will have you chuckling all the way to post-show drinks.",next head to for one of their classic improv shows featuring some of the top sketches songs and improv from their more than  year history the company that brought the world tina fey stephen colbert and steve carell will have you chuckling all the way to post show drinks ,
TILT at 360 CHICAGO,family,,"Literally tilt outward over 1,000 feet above The Magnificent Mile and get 360-degree views of four states. Located at 875 N. Michigan Ave., TILT is housed in the former John Hancock Building, one of Chicago’s most iconic buildings.",literally tilt outward foot magnificent mile get degree view four state located n michigan ave tilt housed former john hancock building one chicago iconic building,
Tiny Tapp & Café,couple,riverwalk restaurants,"This waterfront spot is a relaxed cafe and eatery with a large selection of beers on a bustling stretch of the Riverwalk. The menu at  includes appetizers, sandwiches, salads, and flatbreads. The drink offerings include classic and frozen cocktails, wines, and plenty of local beer and cider. Their café area serves locally roasted coffee and baked goods.",this waterfront spot is a relaxed cafe and eatery with a large selection of beers on a bustling stretch of the riverwalk the menu at includes appetizers sandwiches salads and flatbreads the drink offerings include classic and frozen cocktails wines and plenty of local beer and cider their café area serves locally roasted coffee and baked goods ,https://cdn.choosechicago.com/uploads/2019/06/CC_RIVERWALK_02-900x601.jpg
Trivoli Tavern,couple,romantic restaurants,"Tucked away in a West Loop cobblestone courtyard,  is truly a hidden gem. As you cross the threshold, the dining room unveils an old-world charm enhanced by dark wooden accents and furniture bathed in a muted warm glow. Enjoy coal-fired seafood, fresh oysters, and expertly grilled steak and chops paired with robust drinks.",tucked away in a west loop cobblestone courtyard is truly a hidden gem as you cross the threshold the dining room unveils an old world charm enhanced by dark wooden accents and furniture bathed in a muted warm glow enjoy coal fired seafood fresh oysters and expertly grilled steak and chops paired with robust drinks ,
Truth Italian Restaurant,couple,outdoor dining,"This casual spot in Bronzeville has a large patio where patrons can enjoy breakfast, lunch, and dinner.", this casual spot in bronzeville has a large patio where patrons can enjoy breakfast lunch and dinner ,
Tuco & Blondie,couple,outdoor dining,"After a day of shopping on the Southport Corridor, take a break on the buzzing  patio for tacos and margaritas.", after a day of shopping on the southport corridor take a break on the buzzing patio for tacos and margaritas ,
